,CreateDate,url,NewsTitle,NewsNotes
49,2018-08-08T21:59:28,/news/100008406.html,降杠杆通知下发PPP管控不改，多上市公司提示风险,8月8日，发改委和央行等五部委印发《2018年降低企业杠杆率工作要点》的通知
50,2018-08-08T21:58:23,/news/100008404.html,中国手机厂商提速“印度制造” 本土化遭遇成本账考验,目前印度手机的制造能力与深圳等地相差仍然较大，但已经具备基本的组装能力。劳动力成本相当于中国的五分之一，这是中国手机厂商的最大机遇
51,2018-08-08T21:58:04,/news/100008403.html,“一跌先停牌”难了！A股停复牌监管悄然生变 ,“不知因何而停，不知停到何时”，任性停牌不仅干扰了投资者的正常交易，还影响了市场流动性和活跃度，破坏市场秩序和环境。
52,2018-08-08T21:57:45,/news/100008401.html,苏宁两年要开1.2万家零售云门店,苏宁易购总裁侯恩龙告诉第一财经记者：“加盟商只需要卖货，物流、售后服务等均由苏宁来承担，这样对于加盟商不要造成沉重的负担。”
53,2018-08-08T21:57:07,/news/100008400.html,蔚来的一万产能挑战丨科技心语,成立不到四年的蔚来汽车，名字已经在业内占据了一席之地。
54,2018-08-08T21:55:08,/news/100008398.html,三大运营商托举中国铁塔上市,作为今年以来港股最大IPO，完成募资后的中国铁塔（00788.HK）于昨日上午9点半正式在港股亮相。
55,2018-08-08T21:52:16,/news/100008394.html,社论：加强政策协调平稳推进去杠杆,去杠杆是一项重大而长期的工程，既不能因为短期的阵痛而停歇，也应完善与之相关的政策配套
56,2018-08-08T21:52:10,/news/100008393.html,中国高铁十年：里程已占世界三分之二   “千里江陵一日还”成现实,高铁也在潜移默化间改变着人们的出行方式，它的快速缩短了两地间的时空距离，“千里江陵一日还”的古人思想已经在今天变成了事实。
57,2018-08-08T21:47:35,/news/100008385.html,科技明星股命运分化：苹果、微软翻身，脸书折翼,从明星科技股“FAANMG”刚发布的二季报来看，它们的命运已经明显分化，再将其放入同一个篮子无疑是懒惰的做法。
58,2018-08-08T20:57:02,/news/100008348.html,互金专委会发布区块链安全报告，提示加密资产交易平台六类隐患,互金专委会表示，目前即使是最好的技术措施也无法保护加密资产交易平台免受网络钓鱼攻击。受害者如无法分辨交易平台的真实性便会遭受资产上的损失。
59,2018-08-08T20:38:28,/news/100008341.html,不治沙的企业一律不要，内蒙古磴口探索太阳能生态产业链,磴口项目年节约标准煤约25370吨，实现二氧化碳减排93023吨。
60,2018-08-08T20:19:33,/news/100008331.html,国家能源局：新能源汽车充电难体验差等问题仍突出,截止2017年12月，中国公共充电桩保有数量21.4万个，比2016年净增约7万个，月均新增约6000个，私人充电桩数量23.2万个。公共充电桩和私人充电桩总量超过44万个，车桩比低于4:1。
61,2018-08-08T20:09:42,/news/100008323.html,国务院关税税则委员会发布公告决定对原产于美国约160亿美元进口商品加征关税,国务院关税税则委员会发布《关于对原产于美国约160亿美元进口商品加征关税的公告》，自2018年8月23日12时01分起实施加征关税。
62,2018-08-08T20:07:01,/news/100008322.html,商务部新闻发言人就中方对160亿美元自美进口产品采取反制措施发表谈话,中方为维护自身正当权益和多边贸易体制，不得不做出必要反制，决定对160亿美元自美进口产品加征25%的关税，并与美方同步实施。
63,2018-08-08T19:39:23,/news/100008308.html,再现券商裁员传言：国泰君安研究所已辟谣，业内叹“大家都不好过”,今年以来，多家券商都开始在薪酬和人员上采取措施，压缩成本，应对行业寒冬。
64,2018-08-08T19:37:25,/news/100008304.html,美国智库：特朗普农业补贴违反WTO规则,反制农产品仍有很大空间。特朗普的120亿美元补贴给WTO农业谈判也带来潜在困扰。
65,2018-08-08T19:19:17,/news/100008297.html,一财研选｜供求紧平衡或将加剧，水泥市场有望旺季更旺！,"国泰君安认为，考虑到四季度错峰停产、环保限产（尤其在京津冀地区）及华东等地区的“电荒”魅影，判断水泥供求紧平衡或将加剧，水泥市场有望旺季更旺，水泥股盈利稳中有升。
"
66,2018-08-08T18:54:18,/news/100008285.html,国务院成立国家科技领导小组：李克强任组长、刘鹤任副组长,国务院决定将国家科技教育领导小组调整为国家科技领导小组。李克强任组长，刘鹤任副组长。
67,2018-08-08T18:38:58,/news/100008270.html,新华社：近两年“老鼠仓”案发数量大幅减少 呈现三大新动向,证监会相关部门负责人介绍，总体看，最近两年“老鼠仓”案发数量明显减少，公募基金、券商和保险资管等传统领域违法交易得到有效遏制，行业生态显著净化。不敢犯、不能犯、不想犯的行业自律新风正在形成。
68,2018-08-08T18:37:39,/news/100008269.html,东风有限三年内欲实现电动化关键零部件100%国产化,东风有限未来将实现关键电动化零部件100%国产化，这将有利于提升市场竞争力，以及助力实现2022年电动车占总销量30%的目标。
69,2018-08-08T18:27:41,/news/100008261.html,湖北1.3万亿投资长江经济带绿色发展 聚焦六大产业,《湖北长江经济带绿色发展十大战略性举措分工方案》共涉及58个重大事项，91个重大项目，总投资达到1.3万亿。
70,2018-08-08T18:23:17,/news/100008259.html,8月8日晚间重要中报公告速读,8月8日晚间，沪深两市多家上市公司发布中报及相关公告，本文是重要公告摘要，供投资者参考。
71,2018-08-08T18:22:41,/news/100008257.html,美国业界反对特朗普政府对华商品加征关税,美国贸易代表办公室7日宣布，将从23日起对从中国进口的约160亿美元商品加征25％的关税，此举遭到美国商会、半导体工业协会、全国零售商联合会等业界代表的广泛反对。
72,2018-08-08T18:22:01,/news/100008255.html,上半年港股走弱，港交所仍大赚逾50亿,港交所（00388.HK）经营情况并未随着大盘下跌而走弱，半年度大赚超过50亿港元，收入和净利润均创下新高。
73,2018-08-08T18:20:41,/news/100008254.html,干货！8月8日晚间重要公告速读,8月8日晚间，沪深两市多家上市公司发布公告，以下是重要公告摘要，供投资者参考。
74,2018-08-08T18:02:35,/news/100008243.html,前有融资难后有限价令，前7月258宗土地流拍,高溢价、狂拿地的阶段已经过去，开发商重拾理性，惜金如命。
75,2018-08-08T17:59:36,/news/100008241.html,知乎完成2.7亿美元E轮融资，加大AI投入和商业化探索,至此传言近一个月的知乎新一笔融资最终敲定，据一位知情人士向第一财经表示，此轮融资迟迟没有官方宣布的原因是在等投资方的敲定和资金到账。
76,2018-08-08T17:57:50,/news/100008240.html,制药业冰火两重天：上游原料公司业绩普涨，下游制剂企业叫苦连天,有制剂企业表示，受制于原料药成本上涨下，借助涨价转移压力，实在涨不动的情况下就只好停产。
77,2018-08-08T17:51:48,/news/100008237.html,微博第二季度净利润1.409亿美元，同比增长92%,微博二季度净营收4.266亿美元，同比增长68%。归属于微博的净利润为1.409亿美元，同比增长92%，合每股摊薄净盈利62美分，上年同期为33美分。
78,2018-08-08T17:43:32,/news/100008232.html,租赁债市两重天：7月租赁ABS遇寒冬，金融债环比增长超400%,今年7月份，仅有3家租赁公司发行了3笔，发行总额为30.17亿元，与今年6月发行的162.38亿元相比，大幅下降81.42%。
79,2018-08-08T17:08:57,/news/100008204.html,证监会：支持A股纳入富时罗素国际指数 提升在MSCI指数中的比重,进一步扩大对外开放。加快推动证券行业放宽外资股比限制政策的落实落地。抓紧推进沪伦通各项准备工作，争取年内推出。
80,2018-08-08T16:55:39,/news/100008192.html,机构今日买入这3股，卖出众应互联6038万元,当天机构净买入前三的股票分别是华友钴业、康泰生物、石化机械，净买入金额分别为2043万元、1331万元、356万元。
81,2018-08-08T16:55:21,/news/100008191.html,7月进出口增速超预期，专家称贸易争端影响或滞后两三个月,专家呼吁，为对冲美国对华征收惩罚性关税的不利影响，应采取提升受波及商品出口退税、对出口受损企业提供出口补贴、减轻企业物流报关成本，以及促进出口市场的多元化。
82,2018-08-08T16:49:11,/news/100008189.html,港股巨无霸中国铁塔上市首日：收盘价1.26港元与发行价持平,庞然大物中国铁塔平稳迈出上市第一步。
83,2018-08-08T16:41:48,/news/100008184.html,杭州八部门联合整治房地产市场：重点打击投机炒房、虚假信息发布 ,重点打击投机炒房、虚假信息和虚假房源发布行为，治理房地产开发企业和中介企业违法违规行为，进一步整顿和规范房地产市场秩序，健全房地产市场监管机制，切实维护人民群众合法权益。
84,2018-08-08T15:58:32,/news/100008151.html,特朗普亲自组局，安抚受贸易战影响的公司高管,特朗普表示，其政府政策正在将美国经济“带到前所未有的高度”，美国下个季度的经济增速“可能超过5%”。
85,2018-08-08T15:58:19,/news/100008150.html,五部委部署2018降杠杆 加强国企资产负债约束,国资委加强国有资产负债约束，以资产负债率为基础控制指标，对于不同行业类型分类管理，并实行动态调整。
86,2018-08-08T15:53:26,/news/100008144.html,老字号国企庆丰混改落地 复星高科成唯一非国有投资方,地方国企改革遍地开花，不同层次向前推进，地方国企混改将在今年明显加快。
87,2018-08-08T15:41:39,/news/100008131.html,爱奇艺介入体育内容领域 BAT争夺头部体育资源加速,随着爱奇艺的入局，腾讯手握NBA网络版权，优酷16亿获得世界杯播映权后与苏宁体育达成战略合作，BAT们开始加速争夺头部体育内容资源。
88,2018-08-08T15:24:10,/news/100008126.html,扑尔敏一个月涨价58倍？生产厂家却说波动不大,“我们现在发布的公告是800多元一公斤。我们一直在供应，市场需求多少，就供应多少，具体量不知道。”河南九势制药股份有限公司原料药负责人对第一财经记者表示。
89,2018-08-08T15:19:35,/news/100008125.html,进一步限制外资并购德企，德国拟大幅提高政府审查门槛,根据最新版的草案，未来无论是“直接参与”还是“间接参与”，如果非欧盟企业对德企的股权收购比例达到15%，政府便有权干预这类并购行为。
90,2018-08-08T15:15:09,/news/100008124.html,迪士尼三季度净利29.16亿美元，推进收购二十一世纪福克斯,华特迪士尼在该财季增长主要得益于主题乐园及度假区业务和电影部门的强劲表现。
91,2018-08-08T15:14:22,/news/100008123.html,题材股大跌，创业板指跌逾2%,今日沪深股指早盘低开后震荡下行。盘中，石油、基建股等延续昨日强势表现，但题材股、消费股等大幅下挫，两市股指持续走弱。临近尾盘，次新股、题材股再度快速下跌，创业板指跌逾2%。
92,2018-08-08T15:07:14,/news/100008121.html,企业降杠杆迎来“操作手册”：加强金融机构对企业负债约束,要加强金融机构对企业负债约束，支持市场化债转股等方式多渠道筹集资本。通过债权人委员会、联合授信等机制以及银行对企业客户开展债务风险评估等方式，限制高负债企业过度债务融资。
93,2018-08-08T14:59:59,/news/100008112.html,GMU经济学教授布德罗：特朗普挑起的贸易争端正在伤害美国,乔治梅森大学经济学教授布德罗认为，特朗普政府认为加征关税主要伤害的是其他经济体，但实际上，关税造成的大部分伤害还是落在了美国身上。
94,2018-08-08T14:45:40,/news/100008103.html,IMF首席经济学家：美国以加征关税削减贸易逆差是误入歧途,IMF首席经济学家奥布斯特费尔德认为，特朗普政府对于贸易逆差的错误认知可能会导致更多贸易保护主义政策出台，加剧贸易紧张局势并损害全球经济增长。
95,2018-08-08T14:42:33,/news/100008101.html,记者观察|中国国旅中报业绩高成长，原因何在？,中免公司作为中国唯一具有全国免税经营资质的免税商，在全国拥有240+家免税门店。同时中免公司与海免是唯一具有海南离岛免税经营资质的免税商。
96,2018-08-08T14:38:45,/news/100008097.html,贸易战在前，这篇重磅署名文章写给每一个中国人,第四篇署名“宣言”的文章《风雨无阻创造美好生活》，昨天（7日）发布。
97,2018-08-08T14:33:14,/news/100008091.html,天津市出台住房公积金提取新规遏制不法行为,天津市住房公积金管理中心表示，职工以欺骗手段提取本人住房公积金的，由市住房公积金管理中心责令限期退回违法所提款额。
98,2018-08-08T12:25:46,/news/100008057.html,2017年美国海外投资大增4000亿美元，瑞士成美国资金新宠,美国经济分析局的数据显示，在去年美国流向欧洲的2436亿美元新增资金中，有630亿美元流向瑞士。
99,2018-08-08T11:43:15,/news/100008041.html,沪深股指低开震荡，周期股拉升护盘,周三沪深两市股指低开震荡，未能延续昨日强势。周期股盘中震荡回升，带动沪指走势回稳。深圳市场上，生物医药、芯片概念持续走弱，主要股指均跌近1%。
100,2018-08-08T11:42:45,/news/100008039.html,面对波动加剧，外资基金经理这样谈A股选股逻辑,随着今年A股波动的加剧、不确定性上升，此前陆续加速布局A股的外资机构究竟如何看待、适应当前的环境，以及用何种投资框架、选股流程来进行配置？
101,2018-08-08T11:40:57,/news/100008037.html,五部委下发2018降杠杆通知：IPO及重组给予政策支持，研究推动PE参与债转股,根据要求，证监会将对降杠杆及市场化债转股所涉的 IPO、定向增发、可转债、重大资产重组等资本市场操作，在坚持市场“三公”原则前提下，提供适当监管政策支持。
102,2018-08-08T11:34:14,/news/100008032.html,沙钢股份上半年利润大涨242%，复牌时间未定,以沙钢为代表，整个钢铁行业在2018年上半年都表现突出。
103,2018-08-08T11:19:21,/news/100008023.html,海关总署：前7个月我国外贸进出口增长8.6%,前七个月，我国外贸进出口增长8.6%。对欧盟、美国等主要市场进出口均增长。对美国贸易总值2.29万亿元人民币，增长5.2%。对美贸易顺差1.04万亿元，扩大6.4%。
104,2018-08-08T10:55:06,/news/100008006.html,发改委：对降杠杆的资本市场操作提供适当监管政策支持,通知称，对降杠杆及市场化债转股所涉的IPO、定向增发、可转债、重大资产重组等资本市场操作，在坚持市场“三公”原则前提下，提供适当监管政策支持。
105,2018-08-08T10:48:09,/news/100007999.html,调查显示关税担忧令美国企业重新评估投资计划,美国亚特兰大联邦储备银行7日发布的调查显示，由于担心美国政府对进口商品加征更多关税和遭到贸易伙伴的关税报复，约五分之一的美国企业正重新评估其投资计划。
106,2018-08-08T10:45:18,/news/100007996.html,新生儿防治缺陷体系被前置，妇儿医疗迎来风口期,在非公医疗领域，无论是投资人、分析师还是从业者都已形成共识，社会资本在妇科、儿科及产科三条赛道上已经迎来风口期。
107,2018-08-08T10:33:23,/news/100007989.html,深交所追问美年健康 要求说明整改工作安排,今日，深交所再向美年健康下发关注函，要求说明美年富海门诊部不规范情形发生的原因及整改工作安排，并预计对公司产生的影响。
108,2018-08-08T10:26:02,/news/100007986.html,发改委调研中石油 确保储气库应储尽储,连维良强调要抓紧签订合同、抓紧锁定气源、抓紧新建项目启动、抓紧细化冬季保供方案，确保“煤改气”用气、确保管网应通尽通、确保储气库应储尽储、确保压非保民平稳有序。
109,2018-08-08T10:20:03,/news/100007983.html,“县改市”再度开闸后已有13县获批  适度倾斜中西部,在重新开闸后至今，全国已有13个县改市获批，从分布的区域来看，除了浙江玉环、江苏海安和河北平泉来自东部沿海，黑龙江漠河来自东北外，其余9个县来自中西部地区，占据了绝大多数。
110,2018-08-08T10:02:16,/news/100007971.html,马斯克为何要将特斯拉私有化？|科技心语,特斯拉CEO马斯克当地时间周二意外通过Twitter宣布将特斯拉私有化。他表示，将在特斯拉股价触及420美元时考虑私有化。
111,2018-08-08T09:58:27,/news/100007967.html,年内港股最大IPO中国铁塔首日平开，董事长称上市是新的里程碑,中国铁塔发行价1.26港元，首日股价平开。
112,2018-08-08T09:47:48,/news/100007958.html,特朗普称与伊朗还是与美国做生意只能二选一,特朗普6日发表声明称，美国从8月7日起重启对伊朗金融、金属、矿产、汽车等领域的制裁；将从11月5日起重启对伊朗能源领域的制裁。
113,2018-08-08T09:40:56,/news/100007952.html,央行徐忠万字雄文：论政府与市场的关系、财政与金融的关系,徐忠认为，财政与金融关系的失衡仍然存在，要划清政府和市场的边界，推动财政与金融双归位。同时合理界定财政政策、货币政策各自边界，加强财政政策与货币政策的协调，形成政策合力。
114,2018-08-08T08:48:32,/news/100007928.html,深度|杠杆炒股巨亏复牌将近，上海莱士千亿市值难“绷住”,高位横盘多年，上海莱士背后的神秘操盘人揭晓。
115,2018-08-08T08:45:23,/news/100007925.html,22城设立跨境电商试验区，概念股受益,国务院同意在北京等22个城市设立跨境电子商务综合试验区
116,2018-08-08T08:35:54,/news/100007922.html,东京奥运会安防引入人脸识别，再引爆追捧热潮,"受益于未来下游应用需求增长、人脸识别产业政策扶持、技术逐渐成熟等因素的有利影响，人脸识别未来持续发展能够得到保障
"
117,2018-08-08T08:35:21,/news/100007921.html,3D NAND研发取得新进展，产业链上企业受益 ,长江存储公开发布了全新3D NAND架构XtackingTM，预计2019年进入量产阶段
118,2018-08-08T08:19:55,/news/100007913.html,人民日报：增强消费对经济发展的基础性作用,消费对我国经济发展的基础性作用不断增强。未来，消费作为保持经济平稳运行“压舱石”的作用将更加凸显。
119,2018-08-08T07:32:42,/news/100007899.html,沪指二次探底接近完成，短期或惯性冲击2800点,机构认为，A股市场周二探底回升，沪指二次回荡 2691 点已接近完成。但未来大盘阶段性底部的确立仍需成交量持续放大，领涨热点持续推进以及实质性利好政策不断出台等三方面因素的共同作用。
120,2018-08-08T00:44:29,/news/100007878.html,针锋相对不买美国账，俄罗斯寻求与伊朗扩大经贸合作,在美国公布对伊朗的新一轮制裁决定之际，俄罗斯选择继续扩大与伊朗的经贸合作，并呼吁更多国家可以加入进来。
121,2018-08-07T23:28:49,/news/100007868.html,股市汇市触底飘红，金融稳预期提振信心,上证指数可望形成“双底”的结构，从政策方面看，从货币到财政，稳定经济增长的政策逐步推出，市场利率下滑，都让最近疲软的股市得到了一定的支持。
122,2018-08-07T23:10:57,/news/100007863.html,检查10分钟收费600元，宠物医疗行业野蛮“掘金”,宠物主人几乎没有讨价还价的权利。
123,2018-08-07T22:28:30,/news/100007853.html,7月外储不降反升，跨境资金保持净流入,外储增加意味着，在人民币贬值压力加大的情况下央行没有大量使用外汇储备去调控汇率。
124,2018-08-07T22:09:09,/news/100007842.html,国家卫健委：部署接种长春长生公司狂犬病疫苗续种补种工作,为推进有关工作落实，国家卫生健康委员会将组织开展跟踪观察、咨询服务和疫苗补种等相关工作的督导检查。
125,2018-08-07T22:08:34,/news/100007841.html,韩国可能解除互联网银行持股限制，阿里腾讯竞争再起,随着韩国可能解除互联网银行持股限制，已在韩国有所布局的中国两大互联网金融巨大——阿里和腾讯或将迎来扩张的新机遇。
126,2018-08-07T22:00:15,/news/100007833.html,皮皮虾上线两个月注册用户70万,从被关停的“内涵段子”到重新定位的“皮皮虾”，从流量中成长起来的今日头条如今也需要更加多元的流量支撑。
127,2018-08-07T21:59:43,/news/100007832.html,社交电商竞争加速 支付宝上线拼团业务,淘宝联合支付宝推出的“拼团”业务近期在支付宝主页已悄然上线。
128,2018-08-07T21:59:21,/news/100007831.html,进击的印尼游戏市场,在印尼，手机游戏堪称打发时间的神器。
129,2018-08-07T21:58:09,/news/100007829.html,起底夏令营产业：爆发式增长，头部企业市场份额不足2%,海外形式研学主要赚的是信息不对称，国内机构像是中介一样把在国内招募的儿童输出到海外的机构。
130,2018-08-07T21:57:40,/news/100007828.html,集中式和分散式，哪个才是长租公寓的未来丨麻辣地产,人们对长租公寓的讨论有多少，对发展集中式还是分散式的长租公寓讨论就有多少。
131,2018-08-07T21:57:12,/news/100007826.html,CEO唐彦文：青春交给了盛大游戏 | 人物,唐彦文为人低调，已经在盛大有了近13年的从业经历，一路从基层走上了CEO的位置，被称为“盛大梦”的代表。
132,2018-08-07T21:56:30,/news/100007825.html,北京现代加快布局新能源，2020年前推出9款新车型,合资车企正面临自主品牌不断侵蚀市场份额的局面，在新能源汽车领域抢夺先机尤为重要。
133,2018-08-07T21:56:17,/news/100007824.html,又一互联网领军企业落子上海，李强应勇会见创始人,李强说，此次小米集团在上海布局的金融科技、物联网和工业设计等，与上海产业和科技发展方向高度契合。
134,2018-08-07T21:56:13,/news/100007823.html,社论：稳预期关键是信心,稳预期的核心是稳定信心，克服悲观，修正预期，需更大魄力的改革措施作为支撑。
135,2018-08-07T21:55:11,/news/100007822.html,大展“四两拨千斤”财技，部分国资两个月连“囤”多壳, 短短一两个月内，同一国资连续出手，将多个上市公司控制权收归囊中。A股市场频繁波动而引发股东流动性危机的卖壳潮中，部分国资已经悄然开始了“囤壳”行动。
136,2018-08-07T21:48:21,/news/100007818.html,刘春泉：电子商务法算法监管条款分析,关于算法推荐的规范难点在于，算法推荐是个性化推荐，客户端看到的是推荐结果，往往不重复，客户端难以对算法进行验证、取证。
137,2018-08-07T21:38:46,/news/100007803.html,蛰伏三年发起要约收购，京基正面迎战*ST康达管理层,即使京基能顺利完成要约收购，取得对*ST康达的控股权，面对代表华超投资利益的公司管理层，京基如何实现真正的控制权？
138,2018-08-07T21:38:31,/news/100007801.html,中型房企发展样本：弘阳内部的四大变革,对于房企而言，有了一定规模，才能进行风险对冲，在城市轮动周期中保证发展的可持续性。
139,2018-08-07T21:34:16,/news/100007797.html,特朗普频频威胁退出WTO？国会欲阻止其臆想,忧虑于美国退出WTO后的巨大风险，美国共和党不会再坐视不管。
140,2018-08-07T21:25:33,/news/100007788.html,十问巴曙松：资管新规系列配套文件落地是动态微调，非全面转向,巴曙松认为，如今市场还不明确的是关于资管新规执行的节奏，以及执行的节奏对市场可能会造成的影响。
141,2018-08-07T21:23:17,/news/100007787.html,李旭红：如何做好积极财政政策中的增值税减税,虽然增值税的增幅随着我国企业的营业收入及利润率的增长上升了，但从结构占比看，增值税占税收总额的比例是下降的。
142,2018-08-07T21:20:36,/news/100007786.html,上海国际能源交易中心提示原油期货风险,上海国际能源交易中心发布公告提示原油期货风险。
143,2018-08-07T20:25:27,/news/100007768.html,无还本续贷能否解小微融资难题？业内建议可从“三农”扶贫试点,考虑到小微企业“无还本续贷”风险，可以先针对精准扶贫与“三农”贷款领域进行创新。“三农”及精准扶贫由于单笔金额小，或可尝试推开。
144,2018-08-07T20:23:00,/news/100007766.html,农业农村部：沈阳沈北新区非洲猪瘟疫情得到控制,截至目前，辽宁省沈阳市沈北新区发生的非洲猪瘟疫情，疫点和疫区内所有生猪的扑杀工作已全部完成，疫情已得到有效控制。
145,2018-08-07T19:47:20,/news/100007745.html,港股大涨重回28000点，恒大21.15%涨幅领跑内房股,8月7日，香港恒生指数迎来近一个月最大单日涨幅，今天指数上涨429.32点，涨幅1.54%，收盘28248.88点，重新攀回28000点大关。
146,2018-08-07T19:43:50,/news/100007743.html,上半年我国市场主体总量超1亿户，大众创业意愿持续高涨,上半年新设市场主体998.3万户，同比增长12.5%，平均每天新设5.52万户。
147,2018-08-07T19:40:16,/news/100007742.html,乐视网：被起诉类案件合计涉案金额人民币6.75亿,乐视网发布公告称，经统计，公司被起诉类案件合计涉案金额人民币6.75亿元。
148,2018-08-07T19:38:04,/news/100007741.html,夏令营中的海外并购融合路：这些外国孩子也成了“中企子弟”,解决文化融合是央企争创具有全球竞争力的世界一流企业工作的重要一环。
149,2018-08-07T19:25:34,/news/100007732.html,一财研选｜IAAS资本开支高歌猛进，公有云产业投资价值显著！,7月31日以来，本栏对基建板块的研报进行了数次选摘，并对重点公司苏交科的公司研究也进行了选摘，为读者提供了有益的参考，今天本栏再次提供国信证券对于基建板块的分析，希望能从另一个角度透视基建板块。
150,2018-08-07T19:24:07,/news/100007730.html,上半年居民消费榜：8省份过万元，城镇化率高花钱就多,10个省份的居民人均消费支出超过了全国平均水平。
151,2018-08-07T19:20:41,/news/100007729.html,私募募资规模大降7成，上半年“募冷投热”趋势明显,“今年基金募资都很难，很多原本做项目为主的合伙人，都出去找钱了，整个市场十分缺钱。”
152,2018-08-07T19:11:24,/news/100007722.html,新华网评养老目标基金：“长钱”或适当熨平A股短期波动,对于这一新型投资工具，投资者该如何看待？养老目标基金怎么投？对A股市场有什么作用？
153,2018-08-07T19:09:08,/news/100007720.html,香港将建第一所中医院 推动粤港澳大湾区中医药产业国际化,香港是国际枢纽，在香港建立中医院，将推动粤港澳大湾区中医药产业的国际化。
154,2018-08-07T18:38:52,/news/100007701.html,微信生态最大服务商微盟拟登陆港交所，腾讯持股3.43%,这些to B公司的目标颇为相似，成为中国的Salesforce。
155,2018-08-07T18:26:55,/news/100007690.html,8月7日晚间重要中报公告速读,8月7日晚间，沪深两市多家上市公司发布中报及相关公告，本文是重要公告摘要，供投资者参考。
156,2018-08-07T18:26:48,/news/100007689.html,干货！8月7日晚间重要公告速读,8月7日晚间，沪深两市多家上市公司发布公告，本文是重要公告摘要，供投资者参考。
157,2018-08-07T17:41:50,/news/100007669.html,天津市原副市长陈质枫因严重违纪受到留党察看二年处分,日前，经中共中央批准，中共中央纪委对天津市原副市长陈质枫严重违纪问题进行了立案审查。
158,2018-08-07T17:24:38,/news/100007657.html,美国内并购交易额同比增30%，海外对美并购明显放缓,和美国国内火爆的并购行为形成鲜明对比的，是海外投资者在美国并购行为的滞缓。
159,2018-08-07T17:18:26,/news/100007651.html,首例证券市场操纵损害赔偿支持诉讼获立案受理,设立于上海的中证中小投资者服务中心宣布，已就恒康医疗集团股份有限公司市场操纵违法违规行为造成的民事损害向成都市中级人民法院提起诉讼，并于2日获正式立案受理。
160,2018-08-07T17:16:40,/news/100007650.html,国务院同意在北京等22个城市设立跨境电子商务综合试验区,《批复》强调，着力在跨境电商企业对企业（B2B）方式相关环节的技术标准、业务流程等方面先行先试，探索跨境电商发展新经验、新做法。
161,2018-08-07T17:08:24,/news/100007646.html,机构今日买入这9股，卖出胜利股份4152万元,当天机构净买入前三的股票分别是易华录、扬农化工、欣锐科技，净买入金额分别为3740万元、3442万元、2234万元。
162,2018-08-07T17:01:01,/news/100007641.html,国务院调查组公布吉林长春长生公司违法违规生产狂犬病疫苗案件进展,调查组强调，长春长生公司案件涉嫌刑事犯罪和涉及监管责任必须依法严肃追究。相关调查及后续有关工作正在抓紧进行中。
163,2018-08-07T16:40:50,/news/100007629.html,多地政府隐性债务超显性债务，正多招齐下化解存量债务,有的地方隐性债务规模甚至是显性债务的3倍多，但债务风险总体可控。
164,2018-08-07T16:36:42,/news/100007626.html,中国7月外汇储备31179.5亿美元 连续第二个月回升,央行公布的最新外汇储备规模数据显示，中国7月外汇储备31179.5亿美元，预期31070亿美元，前值31121.3亿美元。
165,2018-08-07T15:56:18,/news/100007597.html,支持率远超特朗普，美国人希望他成为下届美国总统 ,除了在民主党内有着极高的支持率外，特朗普也曾表示希望拜登参加美国总统竞选。
166,2018-08-07T15:48:25,/news/100007585.html,上交所连发5通知修订5大内容，9问9答看懂收盘交易改了啥,经过调整后，上交所股票交易时间与深交所一致，14点57到15点为收盘集合竞价时间，此时不再接受撤单申请，特此提醒投资者注意。
167,2018-08-07T15:44:19,/news/100007581.html,部分城市楼市逆周期升温 住建部要求地方稳地价房价,整个上半年楼市调控高达192次，累计叠加7月单月接近70次调控。2018年前7个月房地产主要城市调控次数达到260次，房地产调控次数刷新了历史纪录。
168,2018-08-07T15:19:23,/news/100007571.html,银保监会：重点打击非法集资资金发放民间贷款等活动,《通知》要求，各级监管机构要加强市场准入审查，严禁涉黑涉恶人员和组织参股、控股银行保险机构，严禁涉黑涉恶人员担任银行保险机构的董事、监事、高级管理人员。
169,2018-08-07T15:18:35,/news/100007570.html,抵制美对伊朗制裁，欧盟启动“阻断法令”保护欧洲企业,在“阻断法令”下，欧洲企业仍可在欧盟的保护下，继续在伊朗境内从事合法生意。
170,2018-08-07T15:17:23,/news/100007569.html,原油期货主力合约迎首次涨停，报537.2元创历史新高,“有部分国内基本面的因素，但也有资金的因素。”
171,2018-08-07T15:15:43,/news/100007568.html,石油、基建板块大涨，上证50指数涨逾3%,今日沪深股指早盘高开后震荡下行。盘中，石油股、基建股软件股等纷纷大涨，两市股指全线展开“V”形反转并强势上攻。
172,2018-08-07T15:02:16,/news/100007552.html,山西混改再提速，四大省属煤企将组建四大行业集团,下半年，山西四大省属煤企晋煤集团、潞安集团、阳煤集团、焦煤集团将分别牵头重组燃气、化工、煤机装备、民爆四大行业集团，并设置了时间节点。
173,2018-08-07T14:52:20,/news/100007547.html,住建部召开部分城市座谈会 对楼市调控不力的城市坚决问责,完善对地方房地产调控工作的评价考核机制。要严格督查，对工作不力、市场波动大、未能实现调控目标的地方坚决问责。
174,2018-08-07T14:46:21,/news/100007542.html,市场观察|资源禀赋深厚难敌行业周期，云铝股份二季度艰难扭亏,综合多位行业分析师的报告来看，国内唯一的水电铝企业以及较为丰富的铝土矿储备是他们较为关注云铝股份的主要原因。
